date,open,high,low,close
44454.00 ,46656.4,48445.6,46603.8,48183.2
44455.00 ,48181.4,48493.4,47053.9,47672.8
44456.00 ,47676.4,48166.7,46791.7,47246.8
44457.00 ,47268.3,48790.4,46918.7,47908.3
44458.00 ,47908.6,48366.9,47130.9,47461.2
44459.00 ,47460.4,47607.9,42601.3,43507.1
44460.00 ,43509.9,43917.9,39782.3,41435.9
44461.00 ,41428.3,44000.9,40250,43259.9
44462.00 ,43263.5,44930.7,43108.9,44692.6
44463.00 ,44694.8,45130.4,40863.2,42953
44464.00 ,42960.2,43118.1,41726.4,42724.4
44465.00 ,42722.9,43729.2,40829.5,43581.9
44466.00 ,43583.1,44338.6,42633.7,43096.2
44467.00 ,43098.5,43399.5,41144.1,41877.4
44468.00 ,41871.8,42571.2,40813.1,41250.1
44469.00 ,41248,44097.5,41124.6,43774.7
44470.00 ,43758.7,48439.2,43310.9,48378.8
44471.00 ,48370.8,48462.5,47479.9,48168.2
44472.00 ,48152.9,49182.5,47159.9,47809.8
44473.00 ,47795,49498.7,46966.5,48921.9
44474.00 ,48933.4,51884.6,48748.8,51762.2
